strain	gisaid_epi_isl	genbank_accession	submitting_lab	authors	originating_lab	url
hCoV-19/Denmark/DCGC-36610/2021	EPI_ISL_927751		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-40460/2021	EPI_ISL_972137		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-40462/2021	EPI_ISL_972139		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-43629/2021	EPI_ISL_1024007		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-40468/2021	EPI_ISL_972145		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-40469/2021	EPI_ISL_972146		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-43394/2021	EPI_ISL_1023738		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-36638/2021	EPI_ISL_927779		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-22008/2020	EPI_ISL_757887		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-29207/2021	EPI_ISL_843254		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-40473/2021	EPI_ISL_972150		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-24777/2020	EPI_ISL_795196		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-40478/2021	EPI_ISL_972155		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-33064/2021	EPI_ISL_870069		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-43632/2021	EPI_ISL_1024010		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-32447/2021	EPI_ISL_869451		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-34619/2020	EPI_ISL_871630		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-40489/2021	EPI_ISL_972166		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-30947/2021	EPI_ISL_847193		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-43633/2021	EPI_ISL_1024011		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-28252/2021	EPI_ISL_844735		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-33380/2021	EPI_ISL_870390		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-36681/2021	EPI_ISL_927822		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-43635/2021	EPI_ISL_1024013		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-29506/2021	EPI_ISL_843553		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-36689/2021	EPI_ISL_927830		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-36690/2021	EPI_ISL_927831		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-21698/2020	EPI_ISL_757891		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-40500/2021	EPI_ISL_972177		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-43912/2021	EPI_ISL_1024290		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-30660/2021	EPI_ISL_847180		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-33769/2021	EPI_ISL_870779		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-40510/2021	EPI_ISL_972187		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-26407/2021	EPI_ISL_818273		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-36705/2021	EPI_ISL_927846		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-23085/2020	EPI_ISL_793186		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-36710/2021	EPI_ISL_927851		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-40521/2021	EPI_ISL_972198		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-36721/2021	EPI_ISL_927862		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-30663/2021	EPI_ISL_847186		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-46642/2021	EPI_ISL_1066152		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-31293/2021	EPI_ISL_855673		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-28255/2021	EPI_ISL_844736		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-43400/2021	EPI_ISL_1023744		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-36737/2021	EPI_ISL_927878		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-40533/2021	EPI_ISL_972210		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-40534/2021	EPI_ISL_972211		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-32453/2021	EPI_ISL_869457		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-31495/2021	EPI_ISL_855875		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-20647/2020	EPI_ISL_758878		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-30953/2021	EPI_ISL_847194		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-36764/2021	EPI_ISL_927905		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-40543/2021	EPI_ISL_972220		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-13966/2020	EPI_ISL_711229		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-32456/2021	EPI_ISL_869460		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-40546/2021	EPI_ISL_972223		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
